AllocationID,AssetID,EmployeeID,AllocationDate,ReturnDate
148,148,500,2020-07-09,2020-07-22
149,149,196,2022-04-26,2022-06-02
150,150,2831,2023-08-30,2024-07-01
151,151,4295,2021-01-18,2021-06-29
152,152,4200,2023-01-10,2023-02-28
153,153,14,2022-05-07,2023-02-26
154,154,260,2023-07-06,2024-06-15
155,155,8975,2021-06-09,2022-01-19
156,156,169,2022-12-14,2023-05-13
157,157,5275,2023-08-01,2023-09-19
158,158,8294,2021-08-29,
159,159,8877,2022-02-17,2022-12-05
160,160,6930,2020-10-01,
161,161,7360,2020-01-15,
162,162,1916,2021-04-09,
163,163,8998,2022-05-31,2022-11-05
164,164,2412,2020-08-05,2020-10-18
165,165,7928,2023-07-22,2023-09-02
166,166,3515,2021-02-08,2021-03-29
167,167,5185,2021-02-07,2021-10-30
168,168,7115,2020-04-08,2020-07-06
169,169,7949,2021-11-13,2022-05-24
170,170,6647,2022-02-21,2022-10-09
171,171,1885,2021-01-26,2021-12-14
172,172,2165,2021-04-18,2021-10-13
173,173,2481,2023-04-07,2023-07-07
174,174,8201,2020-02-08,2020-12-18
175,175,7874,2023-10-28,2024-06-20
176,176,1232,2022-06-02,
177,177,7871,2023-08-05,2024-07-28
178,178,5452,2023-08-07,
179,179,2262,2022-10-07,2023-06-19
180,180,8550,2022-09-23,
181,181,2551,2021-09-07,2022-07-04
182,182,3579,2022-08-16,2023-07-07
183,183,6365,2023-10-07,2024-01-22
184,184,4225,2020-10-05,2021-08-14
185,185,7020,2021-01-30,2021-07-01
186,186,3108,2023-04-21,2023-09-26
187,187,7617,2021-04-29,
188,188,2305,2020-09-23,
189,189,6115,2021-01-23,
190,190,4123,2020-10-30,2020-11-21
191,191,8601,2023-03-15,2023-05-01
192,192,3793,2022-05-11,2022-06-28
193,193,3910,2023-12-02,2024-08-04
194,194,4461,2023-07-06,2024-02-27
195,195,8456,2023-05-01,2024-02-15
196,196,707,2022-05-25,
197,197,4422,2020-06-18,2020-10-20
198,198,7744,2021-12-03,2022-07-26
199,199,2790,2020-11-06,2021-04-05
200,200,7564,2023-06-09,
201,201,5915,2022-11-09,
202,202,3419,2023-07-17,2024-02-13
203,203,1001,2021-02-19,2021-09-02
204,204,7701,2020-05-24,2020-06-23
205,205,273,2020-06-29,2021-03-09
206,206,1572,2022-08-05,2022-08-14
207,207,3462,2021-03-10,2021-07-29
208,208,6429,2020-12-31,
209,209,569,2022-02-19,
210,210,8001,2020-05-19,
211,211,6596,2021-11-01,2021-12-06
212,212,3780,2020-07-02,2021-04-28
213,213,6739,2021-10-11,
214,214,2727,2020-05-31,2021-03-04
215,215,4171,2023-12-22,2024-04-06
216,216,8355,2023-06-01,2024-01-24
217,217,7799,2023-11-24,2024-05-08
218,218,3831,2020-01-05,2020-10-03
219,219,8777,2021-11-15,2021-12-16
220,220,7472,2021-03-06,2021-08-27
221,221,4859,2021-09-04,2021-10-09
222,222,3781,2023-05-25,2023-10-12
223,223,3041,2021-02-18,2021-03-08
224,224,602,2021-09-18,
225,225,3037,2023-12-23,2024-03-30
226,226,2556,2020-06-04,2020-06-25
227,227,3791,2023-10-28,2024-01-08
228,228,6627,2022-06-23,2023-05-22
229,229,6593,2023-07-22,2024-01-10
230,230,3386,2021-05-14,2021-10-30
231,231,616,2021-10-12,2022-08-01
232,232,2813,2021-09-20,
233,233,2178,2021-10-11,2022-06-21
234,234,3512,2020-12-28,
235,235,1713,2021-12-05,2022-09-07
236,236,1797,2021-03-07,2021-04-25
237,237,492,2023-12-08,2024-07-27
238,238,3775,2020-12-31,2021-03-29
239,239,7369,2020-02-03,2020-04-08
240,240,5595,2023-07-16,2024-06-10
241,241,405,2020-11-09,2021-06-03
242,242,4941,2023-05-07,2023-08-23
243,243,3176,2023-12-24,2024-03-16
244,244,1628,2022-02-08,2023-01-18
245,245,1135,2022-07-11,2023-01-31
246,246,2095,2022-02-05,2022-03-11
247,247,6170,2022-12-06,2023-06-27
248,248,1088,2022-02-22,
249,249,361,2023-04-23,
250,250,7576,2021-07-30,2021-08-08
251,251,838,2022-05-31,2023-03-29
252,252,3757,2020-11-26,
253,253,7990,2023-09-19,2024-06-22
254,254,7600,2020-09-03,
255,255,5059,2020-06-16,
256,256,6325,2022-03-03,
257,257,4694,2023-11-27,
258,258,2745,2021-02-10,2021-03-05
259,259,6257,2023-02-10,2023-02-27
260,260,5205,2020-10-06,2020-10-26
261,261,3476,2023-06-23,2024-01-15
262,262,4003,2020-06-26,2021-04-12
263,263,1471,2020-04-06,2021-03-27
264,264,664,2021-05-14,2021-05-20
265,265,8858,2020-07-05,2020-08-30
266,266,143,2022-01-20,
267,267,7727,2021-07-03,2021-07-06
268,268,8005,2020-11-05,2021-08-29
269,269,4114,2022-10-01,2023-04-18
270,270,5830,2022-09-28,2023-05-06
271,271,7018,2021-08-05,2021-09-12
272,272,721,2021-11-25,2022-10-11
273,273,8750,2021-02-05,2021-08-16
274,274,2831,2021-01-06,
275,275,2823,2022-07-17,
276,276,8532,2021-07-04,
277,277,1939,2021-02-19,
278,278,3026,2023-06-06,2023-10-10
279,279,515,2023-08-27,2023-09-13
280,280,2650,2023-02-11,
281,281,5300,2021-11-01,2022-03-06
282,282,5614,2020-05-25,2020-10-18
283,283,5773,2022-09-02,2023-07-12
284,284,2385,2020-11-24,2021-03-06
285,285,2053,2021-09-15,2022-03-28
286,286,6725,2022-02-22,2023-02-15
287,287,4556,2020-05-06,2021-03-25
288,288,8124,2020-09-09,
289,289,7267,2022-01-28,2022-10-21
290,290,2794,2023-11-01,2024-08-13
291,291,8873,2020-01-28,
292,292,3352,2023-11-17,2024-10-29
293,293,7694,2023-06-12,
294,294,2097,2022-05-18,
295,295,2335,2023-11-07,2024-04-15
296,296,4807,2021-03-29,
297,297,7905,2023-08-02,2023-12-20
298,298,6129,2022-08-01,2023-04-07
299,299,6374,2023-06-09,
300,300,5224,2023-08-20,2024-03-18
301,301,8235,2023-02-08,2023-11-15
302,302,1076,2021-12-04,2022-07-04
303,303,8510,2022-03-18,2022-09-14
304,304,4737,2021-06-05,
305,305,1750,2021-10-18,
306,306,163,2022-03-10,2022-04-15
307,307,1054,2022-06-25,
308,308,8109,2022-10-07,2023-04-21
309,309,6279,2020-09-22,
310,310,2552,2020-06-22,2021-03-22
311,311,7258,2020-06-20,2020-06-30
312,312,1481,2022-02-05,2022-10-04
313,313,2127,2020-01-08,2020-11-20
314,314,8074,2022-09-19,2023-07-02
315,315,6151,2021-01-25,2021-03-10
316,316,5649,2023-07-06,
317,317,6723,2023-02-05,
318,318,2843,2023-04-24,
319,319,3801,2023-06-16,2024-01-06
320,320,7423,2020-12-02,2021-10-30
321,321,5365,2020-06-27,2020-09-27
322,322,8037,2023-09-24,2024-01-26
323,323,196,2023-11-21,2024-05-14
324,324,8076,2021-12-19,2022-04-16
325,325,5606,2021-09-13,
326,326,1918,2020-12-02,2021-06-04
327,327,7268,2023-06-19,2023-10-12
328,328,5110,2023-01-13,2023-09-05
329,329,1906,2022-09-06,2023-01-14
330,330,8313,2022-09-07,2023-02-11
331,331,4954,2020-01-19,
332,332,854,2022-08-01,2023-03-08
333,333,7697,2021-01-08,2021-01-17
334,334,7629,2020-12-15,2021-03-07
335,335,7941,2023-01-22,2023-10-28
336,336,2131,2021-03-29,2022-03-13
337,337,5104,2023-10-16,2024-08-07
338,338,784,2020-10-01,2020-11-26
339,339,1033,2023-04-07,2023-09-13
340,340,41,2021-10-31,2022-05-01
341,341,2228,2021-01-22,2021-10-22
342,342,411,2020-04-25,2020-11-21
343,343,3935,2021-04-28,2022-01-09
344,344,2292,2023-06-27,
345,345,169,2023-11-17,2024-09-17
346,346,1117,2020-07-01,2020-07-18
347,347,7977,2021-03-20,2021-11-03
348,348,5565,2023-04-02,
349,349,7568,2023-10-06,2024-08-31
350,350,5970,2020-12-17,2021-11-01
351,351,925,2021-02-06,2022-01-31
352,352,6098,2020-09-28,
353,353,7659,2022-09-12,
354,354,5012,2022-07-31,2022-12-14
355,355,1173,2022-12-05,
356,356,5103,2020-09-28,2021-08-24
357,357,4417,2021-04-17,2022-03-11
358,358,4633,2022-11-13,2023-08-18
359,359,6248,2021-05-25,2022-04-22
360,360,8416,2021-10-05,2022-01-15
361,361,3759,2023-03-14,2023-07-30
362,362,8371,2022-10-18,2023-06-23
363,363,1257,2020-11-30,2021-04-09
364,364,6200,2021-07-15,2021-10-01
365,365,8824,2023-08-30,2024-06-09
366,366,386,2022-10-04,
367,367,4555,2021-05-04,2021-08-08
368,368,6033,2023-07-03,2023-09-09
369,369,5640,2021-09-29,2021-11-14
370,370,1783,2020-07-30,2021-04-28
371,371,2637,2022-04-19,2022-12-01
372,372,930,2023-08-17,2023-10-02
373,373,7811,2021-10-19,2022-05-05
374,374,2068,2023-12-07,2024-07-17
375,375,5707,2022-09-17,2023-04-29
376,376,7894,2022-09-20,2023-01-01
377,377,5526,2022-06-30,2022-07-29
378,378,2421,2021-07-16,2021-07-28
379,379,1733,2020-12-15,2021-01-14
380,380,3058,2022-05-14,
381,381,5438,2022-04-24,2023-01-01
382,382,8143,2021-09-27,2021-11-10
383,383,3833,2023-06-01,2024-03-04
384,384,7257,2020-04-07,2020-04-14
385,385,2317,2021-11-25,
386,386,3429,2020-10-04,2021-09-10
387,387,3653,2022-05-04,
388,388,2499,2020-05-04,
389,389,7616,2023-01-04,2024-01-04
390,390,3769,2023-08-23,2023-09-03
391,391,3523,2022-10-30,2023-02-26
392,392,5311,2022-12-01,
393,393,2918,2022-11-05,2022-12-16
394,394,7417,2022-10-07,
395,395,7576,2021-02-23,
396,396,3309,2020-04-17,2020-08-22
397,397,6864,2023-07-02,2023-10-30
398,398,169,2020-10-18,2021-07-10
399,399,7584,2021-06-07,2022-05-18
400,400,1229,2020-07-08,2021-04-28
401,401,7055,2022-10-20,2023-10-12
402,402,4372,2022-06-28,
403,403,3811,2020-09-17,2021-02-11
404,404,7304,2020-01-21,2020-03-20
405,405,3914,2022-04-25,2023-02-16
406,406,6494,2022-10-28,2023-04-15
407,407,5784,2021-05-29,2021-09-19
408,408,8995,2021-01-18,
409,409,694,2023-04-01,
410,410,4639,2020-11-02,2021-07-28
411,411,2406,2020-11-29,2021-11-27
412,412,404,2023-06-29,2024-06-26
413,413,4017,2022-01-02,2022-06-07
414,414,4363,2023-05-27,2023-09-11
415,415,904,2022-07-04,
416,416,4131,2023-04-20,
417,417,2504,2023-03-17,
418,418,8228,2021-06-23,
419,419,3311,2020-06-11,
420,420,937,2023-04-09,2023-07-31
421,421,4992,2020-10-26,2021-06-26
422,422,6954,2022-11-01,2022-11-24
423,423,5304,2023-02-27,2023-12-30
424,424,6216,2022-06-19,2022-12-12
425,425,3949,2022-08-24,
426,426,4144,2021-01-16,2021-03-16
427,427,7911,2020-02-06,2020-09-20
428,428,2073,2020-04-12,2021-02-10
429,429,7275,2021-04-21,
430,430,1883,2021-07-19,2022-07-01
431,431,4046,2021-01-25,2021-10-16
432,432,8094,2021-08-28,2022-06-14
433,433,8064,2023-01-15,2023-02-10
434,434,5841,2021-03-12,2021-10-14
435,435,6311,2021-03-30,
436,436,8785,2023-01-06,
437,437,7875,2021-11-03,2022-03-15
438,438,7927,2020-04-11,2021-03-30
439,439,859,2021-06-16,
440,440,3997,2023-07-27,
441,441,3941,2022-11-03,2023-06-23
442,442,413,2022-11-21,2023-05-03
443,443,7510,2023-09-26,2024-08-25
444,444,4769,2022-02-21,2022-11-13
445,445,4387,2020-07-18,2021-02-09
446,446,550,2022-06-22,
447,447,8041,2020-07-19,2020-12-02
448,448,5487,2022-11-27,2023-10-09
449,449,1558,2021-05-11,2021-11-18
450,450,5947,2022-12-03,
451,451,5787,2022-04-09,2022-08-06
452,452,8826,2020-04-30,2020-06-30
453,453,3896,2023-12-14,2024-10-31
454,454,5200,2022-02-16,2022-07-26
455,455,4316,2020-06-27,
456,456,3708,2023-12-19,2024-12-15
457,457,137,2020-07-28,2021-02-26
458,458,8362,2022-05-29,2023-04-11
459,459,223,2020-12-09,2020-12-21
460,460,2812,2023-06-22,2023-11-01
461,461,6065,2022-05-18,2022-07-14
462,462,1153,2020-05-29,2020-09-18
463,463,2131,2020-09-29,
464,464,6203,2022-12-18,2023-12-10
465,465,2323,2021-12-13,2022-02-01
466,466,1548,2022-08-18,2023-08-01
467,467,679,2023-05-12,2023-11-04
468,468,5230,2022-03-01,2022-04-09
469,469,4395,2023-04-14,2023-10-10
470,470,3912,2020-08-01,2021-01-14
471,471,5102,2023-05-23,2023-07-21
472,472,3293,2020-08-27,2020-12-20
473,473,8247,2020-08-28,2021-08-08
474,474,6462,2022-04-20,
475,475,4536,2021-05-07,
476,476,2570,2023-11-11,
477,477,8072,2020-02-20,2020-06-19
478,478,2167,2022-11-30,2023-02-18
479,479,580,2022-04-17,2023-01-12
480,480,6704,2020-06-12,2020-07-25
481,481,6321,2023-02-06,2024-01-10
482,482,7211,2022-09-15,
483,483,6454,2021-07-23,
484,484,3523,2023-07-05,2024-03-15
485,485,3440,2023-05-31,
486,486,7771,2020-05-16,2021-03-31
487,487,8609,2021-02-28,2021-11-16
488,488,1529,2020-10-20,
489,489,2051,2020-09-07,2021-03-20
490,490,5879,2022-04-14,2023-02-28
491,491,247,2022-12-24,2023-07-28
492,492,1658,2023-11-02,2024-01-14
493,493,7904,2022-05-05,2023-03-09
494,494,7695,2020-09-29,2021-08-15
495,495,1314,2020-10-24,2021-07-15
496,496,8554,2020-12-03,2021-11-01
497,497,3649,2023-03-20,
498,498,7945,2020-06-02,
499,499,1221,2021-06-24,2021-10-25
500,500,7149,2022-03-17,2022-08-08
501,501,332,2023-03-14,
502,502,8364,2022-07-14,
503,503,8298,2021-10-10,2022-02-28
504,504,762,2023-11-29,2024-09-01
505,505,234,2020-08-28,2021-01-11
506,506,6317,2020-12-27,
507,507,830,2023-08-06,2024-07-09
508,508,5861,2022-03-01,2023-01-12
509,509,3786,2023-03-16,
510,510,4264,2022-08-06,
511,511,2154,2021-09-13,2022-06-03
512,512,1180,2023-02-11,
513,513,1417,2020-05-25,2020-09-02
514,514,4507,2021-05-03,
515,515,3131,2022-12-06,
516,516,5883,2022-02-19,2022-12-07
517,517,5924,2023-01-24,
518,518,670,2022-03-08,
519,519,7097,2021-01-05,2021-12-01
520,520,2534,2022-11-07,2023-05-01
521,521,564,2021-05-02,
522,522,5108,2020-03-20,2020-11-23
523,523,78,2022-03-04,2022-11-11
524,524,989,2020-07-16,2021-04-15
525,525,5468,2022-05-16,
526,526,3208,2022-10-31,2023-07-04
527,527,4864,2021-09-05,
528,528,8056,2022-03-27,2023-03-14
529,529,7820,2022-01-16,2022-09-10
530,530,2552,2023-05-22,
531,531,6420,2020-05-27,
532,532,8977,2023-08-15,
533,533,4684,2022-08-12,2023-01-11
534,534,590,2022-01-31,2023-01-29
535,535,5617,2021-07-12,2022-03-23
536,536,5008,2020-03-23,
537,537,3410,2021-01-11,2021-05-31
538,538,4201,2021-07-04,2021-09-17
539,539,1927,2020-04-08,2020-10-27
540,540,57,2023-12-20,2024-05-11
541,541,2140,2021-05-14,2021-12-14
542,542,3504,2022-07-29,2023-02-18
543,543,5709,2022-09-12,2022-12-10
544,544,7703,2020-09-05,
545,545,2055,2021-09-23,
546,546,3173,2021-05-01,
547,547,7014,2022-06-16,2023-01-19
548,548,589,2021-08-10,2022-04-07
549,549,8098,2021-03-09,2021-07-05
550,550,2147,2023-11-25,2024-01-05
551,551,8588,2020-09-19,2021-04-05
552,552,7017,2023-05-04,2024-01-29
553,553,3512,2022-02-22,2022-03-29
554,554,3464,2020-09-29,2021-08-21
555,555,739,2022-02-13,
556,556,5797,2021-08-15,2022-01-30
557,557,7057,2022-08-30,2022-09-23
558,558,3566,2022-04-25,2023-02-16
559,559,8485,2021-08-02,2022-05-07
560,560,3765,2023-03-23,2023-12-13
561,561,1337,2022-08-02,2023-02-02
562,562,3982,2021-02-17,2021-07-18
563,563,6292,2021-05-19,2021-10-20
564,564,1379,2023-10-11,2024-05-28
565,565,6363,2023-03-09,2023-04-12
566,566,3778,2020-05-28,
567,567,321,2023-12-27,2024-08-22
568,568,202,2022-01-22,2022-05-10
569,569,1114,2020-05-14,
570,570,6067,2022-05-17,2022-07-07
571,571,2605,2021-08-15,2021-11-20
572,572,2325,2020-11-24,2021-06-01
573,573,6924,2022-03-14,2022-05-29
574,574,2488,2023-01-05,2023-04-08
575,575,4226,2022-05-21,2023-04-14
576,576,399,2020-06-11,
577,577,4223,2020-05-05,
578,578,8251,2022-06-29,2023-04-18
579,579,145,2020-03-27,2020-12-08
580,580,5919,2020-10-21,
581,581,6375,2021-12-24,2022-09-16
582,582,430,2020-07-21,2021-03-23
583,583,916,2021-01-05,2021-08-13
584,584,1248,2021-07-20,2022-01-08
585,585,1224,2020-03-08,2020-07-25
586,586,2409,2023-04-11,
587,587,3476,2020-09-23,2021-08-02
588,588,6536,2021-03-04,2021-12-23
589,589,3715,2020-07-25,2020-07-28
590,590,7693,2022-03-13,
591,591,6077,2022-10-09,2022-10-11
592,592,43,2023-11-17,2024-01-09
593,593,4137,2023-12-25,
594,594,8424,2022-10-26,2023-03-05
595,595,7273,2022-04-10,2022-11-02
596,596,1505,2020-05-27,2021-03-15
597,597,8705,2023-05-29,2024-01-13
598,598,4884,2021-12-12,
599,599,3063,2021-12-21,2022-04-04
600,600,254,2023-12-09,2024-06-17
601,601,657,2021-11-08,2022-01-16
602,602,6660,2020-10-19,2021-07-27
603,603,3866,2022-08-27,2022-10-05
604,604,1072,2022-08-15,
605,605,5238,2021-05-04,2021-05-11
606,606,6770,2021-06-10,
607,607,3566,2020-03-11,2020-06-11
608,608,3264,2021-05-07,
609,609,5264,2022-03-25,2022-05-28
610,610,1041,2021-07-28,
611,611,2607,2023-11-06,2024-07-19
612,612,8591,2021-06-30,2022-04-17
613,613,3767,2022-12-24,
614,614,3360,2021-09-06,
615,615,5232,2020-11-29,2021-10-03
616,616,6157,2020-07-14,2020-08-12
617,617,2151,2020-12-11,2020-12-30
618,618,4882,2022-05-02,2022-06-03
619,619,206,2021-02-03,2021-12-06
620,620,8566,2020-12-28,2021-12-19
621,621,393,2021-08-26,
622,622,7108,2021-11-09,2022-04-07
623,623,4720,2022-02-01,2022-09-15
624,624,3037,2020-06-22,2021-02-04
625,625,5611,2020-01-02,2020-09-24
626,626,3293,2023-07-20,2024-01-21
627,627,3164,2023-10-14,2024-04-30
628,628,5875,2021-05-19,2021-12-14
629,629,1783,2022-02-26,
630,630,6009,2023-10-09,
631,631,4766,2023-01-13,
632,632,251,2022-08-26,2023-03-24
633,633,8796,2020-12-16,2021-09-27
634,634,5076,2023-09-07,
635,635,4186,2022-02-01,2022-02-28
636,636,7400,2022-01-25,2022-12-26
637,637,8034,2023-01-16,2023-03-02
638,638,1994,2022-07-20,2022-09-13
639,639,862,2022-12-17,
640,640,62,2022-04-07,2023-01-21
641,641,5986,2020-10-08,2021-08-26
642,642,5668,2021-05-23,2022-04-17
643,643,5973,2023-02-03,
644,644,5540,2021-04-02,2021-07-04
645,645,9000,2020-11-26,
646,646,5442,2020-06-08,
647,647,90,2022-02-07,
648,648,2706,2020-09-17,2021-09-12
649,649,4999,2021-11-17,2022-05-22
650,650,8492,2022-11-29,2023-01-30
651,651,8123,2020-07-27,
652,652,6201,2022-04-01,
653,653,5986,2023-03-09,
654,654,6637,2020-12-19,2021-04-23
655,655,5808,2022-06-19,2022-09-13
656,656,253,2020-10-01,2021-09-07
657,657,2885,2021-10-22,2021-11-23
658,658,1763,2020-02-28,2021-02-05
659,659,2175,2020-08-01,
660,660,8887,2021-10-11,2022-06-26
661,661,4032,2023-09-01,2024-06-23
662,662,792,2021-02-23,2021-04-07
663,663,1677,2022-07-28,2023-04-22
664,664,743,2023-02-05,2023-06-08
665,665,5185,2022-08-25,2022-09-06
666,666,8032,2020-08-25,2021-06-12
667,667,8000,2020-03-06,2020-08-28
668,668,3163,2021-10-24,2021-11-04
669,669,7708,2020-12-08,
670,670,2966,2020-06-13,2021-02-28
671,671,1798,2020-05-13,2020-12-10
672,672,699,2022-07-06,2022-10-25
673,673,7607,2021-01-12,
674,674,6145,2022-06-13,
675,675,3010,2022-12-21,2023-03-26
676,676,6680,2020-01-20,
677,677,8271,2020-01-21,
678,678,7214,2020-10-13,
679,679,283,2023-03-30,2023-05-18
680,680,5534,2021-04-24,2022-02-26
681,681,3141,2021-05-03,
682,682,3464,2022-07-13,2022-10-05
683,683,2271,2022-08-09,2022-09-30
684,684,1401,2021-05-02,2021-09-18
685,685,3721,2020-04-27,2021-03-30
686,686,5394,2023-08-20,2023-11-08
687,687,2251,2020-01-19,
688,688,7359,2020-08-28,2021-03-08
689,689,6444,2021-05-10,2022-01-31
690,690,6574,2022-06-30,
691,691,7130,2021-03-02,
692,692,6986,2020-11-27,
693,693,8009,2021-09-21,
694,694,549,2021-07-10,2021-08-12
695,695,8292,2020-01-15,2020-07-08
696,696,7305,2023-08-25,2024-03-25
697,697,8286,2022-05-10,
698,698,2250,2023-02-14,2024-01-29
699,699,2470,2021-06-02,2021-12-07
700,700,6709,2020-07-30,2020-09-13
701,701,3347,2023-07-12,2024-03-09
702,702,6051,2021-12-30,2022-07-24
703,703,3145,2023-12-21,
704,704,248,2022-07-10,
705,705,2822,2021-04-11,
706,706,4623,2021-11-26,2022-06-09
707,707,4164,2023-09-04,2024-06-14
708,708,8207,2021-04-10,2021-09-18
709,709,1983,2020-11-03,2021-09-21
710,710,8377,2021-08-12,
711,711,8940,2022-01-27,2022-09-05
712,712,2806,2023-03-09,2023-09-13
713,713,5234,2023-11-06,
714,714,554,2022-05-08,
715,715,4090,2022-10-07,2023-06-24
716,716,8888,2023-09-06,
717,717,8085,2023-08-04,
718,718,1642,2022-11-08,
719,719,3515,2022-11-29,2023-09-05
720,720,2590,2023-10-16,
721,721,5471,2021-07-20,2021-12-10
722,722,6062,2023-11-28,2024-05-13
723,723,4020,2023-08-18,
724,724,4816,2021-04-23,
725,725,2960,2022-05-25,2022-08-08
726,726,1291,2023-08-05,2024-04-03
727,727,7151,2021-11-25,
