AllocationID,AssetID,EmployeeID,AllocationDate,ReturnDate
280,280,3667,2020-08-02,2024-07-14
281,281,2983,2020-03-13,2022-03-20
282,282,3054,2023-12-03,2027-03-08
283,283,2882,2023-07-12,2026-05-07
284,284,1693,2020-08-06,2024-01-20
285,285,3967,2021-06-27,2021-12-30
286,286,5009,2020-01-21,2023-12-31
287,287,1419,2020-10-31,2022-07-08
288,288,2700,2022-08-12,2023-06-23
289,289,810,2020-01-06,2023-09-25
290,290,8980,2022-12-25,2026-10-13
291,291,5976,2020-04-30,2021-03-17
292,292,8021,2020-09-17,2024-03-24
293,293,5815,2020-07-22,2024-05-06
294,294,1203,2022-01-06,2023-01-16
295,295,4925,2021-02-24,2023-07-06
296,296,1417,2020-03-08,2023-01-15
297,297,523,2020-06-11,2022-12-08
298,298,2275,2020-09-17,2022-12-19
299,299,6666,2022-02-18,2022-07-19
300,300,8440,2020-06-01,2022-08-07
301,301,994,2023-05-13,2024-02-03
302,302,2751,2022-04-11,2023-02-06
303,303,5830,2020-06-22,2021-07-20
304,304,6441,2023-08-19,2025-10-22
305,305,3576,2020-07-10,2024-03-29
306,306,7819,2020-07-27,2024-03-26
307,307,8083,2020-02-16,2023-03-05
308,308,976,2023-07-03,2026-08-15
309,309,4443,2023-02-04,2025-03-02
310,310,4886,2021-02-25,2023-09-07
311,311,2944,2023-06-05,2026-03-08
312,312,2813,2020-02-29,2022-05-09
313,313,3238,2021-10-08,2025-07-25
314,314,2590,2020-11-29,2023-02-16
315,315,4920,2020-08-19,2020-12-30
316,316,7762,2020-03-18,2022-07-05
317,317,5454,2022-10-01,2025-01-22
318,318,6977,2023-12-18,2025-06-09
319,319,3898,2023-05-06,2026-05-20
320,320,2854,2021-06-02,2025-04-06
321,321,104,2021-12-18,2025-11-07
322,322,1125,2022-11-25,2024-02-28
323,323,6931,2020-10-07,2021-08-16
324,324,362,2022-09-05,2024-06-29
325,325,4301,2020-04-29,2023-12-12
326,326,4198,2021-03-27,2023-04-14
327,327,6983,2022-07-18,2023-12-24
328,328,8585,2021-11-09,2024-11-24
329,329,5901,2022-10-29,2023-05-16
330,330,7144,2023-06-30,2024-01-13
331,331,447,2020-10-10,2023-03-17
332,332,3273,2023-09-16,2024-03-21
333,333,176,2023-10-02,2024-06-13
334,334,7918,2023-07-13,2024-09-23
335,335,251,2023-03-07,2025-04-09
336,336,4304,2020-02-13,2021-10-10
337,337,2510,2022-11-19,2026-09-09
338,338,6817,2022-09-16,2023-11-29
339,339,3505,2022-07-05,2023-10-27
340,340,2000,2020-01-29,2021-01-19
341,341,7911,2020-09-06,2024-08-29
342,342,8182,2020-05-12,2023-09-27
343,343,5144,2022-02-26,2023-04-07
344,344,8164,2020-06-10,2022-02-10
345,345,3072,2021-01-06,2022-08-26
346,346,1667,2022-03-09,2025-10-24
347,347,8536,2020-10-29,2023-10-10
348,348,2325,2020-10-12,2022-12-22
349,349,540,2022-03-17,2024-12-18
350,350,6716,2022-09-06,2026-08-05
351,351,6803,2023-08-31,2025-04-25
352,352,6682,2021-05-18,2023-01-17
353,353,7393,2023-04-08,2027-01-06
354,354,5059,2020-11-12,2021-12-04
355,355,2081,2023-03-30,2026-06-29
356,356,4321,2020-07-16,2023-05-31
357,357,2593,2022-05-06,2025-03-11
358,358,8078,2023-08-27,2026-07-16
359,359,6870,2021-06-02,2022-02-15
360,360,8834,2023-07-17,2025-02-15
361,361,213,2020-06-01,2023-04-23
362,362,3896,2020-01-09,2023-08-14
363,363,31,2020-09-30,2022-07-10
364,364,5025,2023-02-19,2024-02-26
365,365,3401,2021-02-18,2023-12-30
366,366,78,2021-04-17,2023-05-29
367,367,2778,2020-02-21,2022-03-20
368,368,5180,2023-07-27,2025-12-11
369,369,7069,2020-05-05,2021-08-01
370,370,7523,2022-01-06,2022-09-28
371,371,4719,2020-12-02,2023-07-08
372,372,3127,2022-01-13,2024-02-25
373,373,4429,2022-07-18,2024-09-24
374,374,633,2023-03-12,2025-09-09
375,375,3310,2021-04-18,2025-01-22
376,376,6869,2023-06-04,2026-08-21
377,377,8447,2023-06-28,2027-06-19
378,378,2572,2023-08-25,2026-08-04
379,379,7554,2020-04-27,2021-08-15
380,380,8804,2022-08-07,2024-05-13
381,381,2190,2020-06-03,2021-10-11
382,382,8731,2021-05-20,2024-02-18
383,383,6226,2021-04-05,2025-02-26
384,384,3192,2023-02-07,2023-07-07
385,385,2894,2020-12-23,2024-10-28
386,386,5796,2023-04-23,2024-10-21
387,387,2957,2020-02-18,2021-02-14
388,388,5552,2023-09-19,2025-11-02
389,389,2329,2020-10-27,2024-06-12
390,390,7792,2021-08-31,2021-12-30
391,391,1462,2022-10-22,2026-01-06
392,392,3136,2020-11-10,2024-02-24
393,393,872,2023-06-09,2026-02-11
394,394,5137,2021-05-12,2025-04-10
395,395,7418,2021-10-07,2022-11-20
396,396,6344,2020-08-01,2021-01-21
397,397,3301,2020-11-01,2022-03-26
398,398,6390,2022-07-02,2026-06-20
399,399,2346,2023-01-06,2024-02-02
400,400,7135,2020-03-17,2022-02-07
401,401,8057,2020-08-20,2023-12-12
402,402,3419,2021-04-19,2022-12-15
403,403,4454,2020-11-02,2024-06-07
404,404,558,2020-09-21,2023-11-05
405,405,6874,2022-07-13,2025-07-20
406,406,7507,2022-02-26,2025-05-25
407,407,6173,2021-12-08,2022-07-22
408,408,781,2023-01-24,2024-04-12
409,409,6913,2023-04-03,2024-08-29
410,410,5384,2021-10-29,2022-07-14
411,411,129,2020-07-20,2023-07-24
412,412,5506,2021-11-17,2023-11-03
413,413,7237,2023-03-05,2025-04-08
414,414,1832,2021-01-26,2024-02-11
415,415,811,2022-04-14,2023-02-27
416,416,1641,2021-03-26,2023-08-27
417,417,6745,2021-03-18,2021-10-15
418,418,6905,2020-06-15,2021-10-26
419,419,3598,2020-10-18,2021-06-26
420,420,7582,2023-02-02,2026-03-08
421,421,8418,2021-05-08,2025-02-04
422,422,8298,2021-01-11,2023-12-21
423,423,6590,2021-05-12,2022-06-03
424,424,288,2020-05-08,2022-09-06
425,425,4889,2023-01-30,2026-11-09
426,426,3425,2022-09-09,2025-02-02
427,427,2312,2020-08-06,2021-07-19
428,428,2444,2020-08-07,2023-02-22
429,429,699,2022-11-16,2025-05-28
430,430,8836,2022-01-27,2023-01-04
431,431,7266,2022-12-30,2025-05-24
432,432,2499,2021-08-07,2023-10-15
433,433,6229,2022-08-15,2023-11-09
434,434,1652,2020-09-30,2024-04-14
435,435,4653,2023-10-16,2025-11-05
436,436,8759,2023-04-16,2024-05-18
437,437,1036,2021-01-29,2024-09-30
438,438,6172,2022-07-24,2023-02-09
439,439,4613,2023-04-18,2026-05-26
440,440,51,2022-10-04,2026-01-03
441,441,1382,2022-10-16,2025-11-23
442,442,3665,2020-04-25,2022-06-30
443,443,8654,2021-05-06,2023-09-29
444,444,7968,2022-06-07,2026-05-26
445,445,3894,2023-11-16,2026-03-13
446,446,3579,2020-01-19,2023-09-14
447,447,322,2020-09-01,2023-08-01
448,448,8416,2020-07-29,2020-12-05
449,449,7126,2021-06-03,2024-03-05
450,450,8701,2023-08-13,2027-01-25
451,451,5405,2022-08-01,2025-09-12
452,452,164,2023-06-19,2024-12-07
453,453,4153,2020-02-26,2023-07-05
454,454,7493,2020-03-03,2020-10-27
455,455,7708,2021-07-31,2023-06-09
456,456,3559,2021-08-17,2023-04-07
457,457,4473,2020-03-26,2023-10-24
458,458,3716,2022-11-21,2025-07-03
459,459,8821,2022-03-16,2024-02-16
460,460,6058,2022-10-28,2026-07-04
461,461,8804,2022-10-13,2024-05-28
462,462,5432,2022-11-27,2024-09-08
463,463,1778,2020-02-20,2023-06-23
464,464,5138,2021-12-17,2024-07-09
465,465,8829,2023-12-06,2025-11-19
466,466,6772,2021-08-11,2021-12-23
467,467,1694,2021-11-20,2025-06-24
468,468,4695,2023-01-16,2023-05-15
469,469,2035,2023-09-15,2025-04-29
470,470,2807,2021-10-21,2023-09-24
471,471,5015,2020-05-14,2023-03-06
472,472,1180,2022-12-22,2024-02-26
473,473,2733,2021-06-04,2024-04-09
474,474,5067,2020-11-02,2022-05-12
475,475,6494,2022-03-30,2025-02-05
476,476,4622,2020-01-14,2024-01-01
477,477,351,2020-02-02,2020-06-28
478,478,6384,2020-01-17,2023-12-12
479,479,5357,2020-02-17,2023-08-10
480,480,4141,2021-02-14,2021-08-31
481,481,499,2022-01-15,2025-01-17
482,482,21,2021-08-19,2024-09-21
483,483,2733,2021-10-28,2023-04-03
484,484,8333,2021-04-23,2022-10-01
485,485,4552,2023-07-10,2027-04-29
486,486,6502,2022-05-29,2023-08-28
487,487,2414,2022-12-11,2023-08-02
488,488,7327,2023-04-05,2023-08-05
489,489,1666,2022-04-11,2024-06-03
490,490,5019,2023-01-23,2024-05-15
491,491,896,2021-05-01,2025-02-03
492,492,246,2020-12-06,2023-01-19
493,493,3466,2020-05-06,2021-09-20
494,494,7232,2022-09-03,2023-06-01
495,495,1794,2022-05-26,2024-08-17
496,496,6142,2023-04-16,2025-05-04
497,497,2138,2020-11-10,2021-08-04
498,498,8068,2021-07-23,2023-05-15
499,499,6044,2021-10-14,2022-02-19
500,500,7447,2020-07-24,2022-08-19
501,501,313,2022-05-01,2023-11-25
502,502,2664,2021-04-10,2024-09-05
503,503,154,2023-08-02,2024-08-31
504,504,1270,2022-01-14,2023-10-06
505,505,1031,2023-12-18,2027-05-01
506,506,4566,2021-01-23,2023-10-15
507,507,6404,2023-07-30,2027-06-28
508,508,4622,2020-07-02,2023-01-04
509,509,2502,2023-04-11,2024-01-21
510,510,6353,2022-09-22,2026-01-07
511,511,6339,2021-04-25,2023-06-16
512,512,7892,2020-03-05,2021-02-13
513,513,2482,2023-08-22,2024-06-20
514,514,4333,2022-07-27,2023-12-28
515,515,5010,2020-09-22,2022-02-24
516,516,6708,2020-12-28,2021-05-06
517,517,8205,2022-04-06,2023-05-15
518,518,5474,2020-11-16,2023-12-27
519,519,6563,2022-09-12,2026-02-21
520,520,2464,2023-03-31,2024-12-14
521,521,8578,2023-09-30,2025-07-11
522,522,6540,2021-02-10,2022-04-27
523,523,305,2022-06-08,2023-07-19
524,524,6911,2021-12-30,2025-10-27
525,525,3795,2023-06-13,2027-05-03
526,526,6696,2023-11-01,2024-12-27
527,527,3764,2022-10-10,2026-03-30
528,528,230,2021-10-20,2022-01-19
529,529,4443,2022-05-01,2023-11-15
530,530,3422,2023-01-01,2025-09-12
531,531,8936,2021-10-07,2022-10-09
532,532,1184,2022-03-10,2025-04-14
533,533,8721,2020-06-08,2023-01-01
534,534,7530,2023-08-27,2025-05-06
535,535,1947,2022-04-26,2022-10-12
536,536,2557,2023-05-30,2024-01-27
537,537,2267,2022-12-28,2026-12-25
538,538,7438,2020-11-06,2021-05-16
539,539,5468,2023-03-30,2024-03-07
540,540,4000,2021-07-11,2022-12-30
541,541,2520,2020-02-05,2023-05-22
542,542,3785,2022-06-07,2026-04-02
543,543,5546,2021-07-17,2025-02-18
544,544,2120,2022-10-04,2023-04-03
545,545,203,2021-12-14,2022-09-16
546,546,8251,2023-05-26,2024-01-17
547,547,1843,2021-04-01,2023-12-22
548,548,6258,2021-11-30,2023-08-06
549,549,7075,2021-11-07,2024-04-18
550,550,1901,2020-09-01,2023-11-10
551,551,4460,2021-07-04,2023-10-17
552,552,2704,2020-06-14,2021-07-02
553,553,1023,2020-05-22,2024-04-10
554,554,6235,2020-04-20,2021-07-03
555,555,5090,2022-07-24,2024-04-01
556,556,3117,2023-03-04,2025-09-05
557,557,6192,2021-05-05,2022-09-09
558,558,5742,2022-07-07,2022-12-04
559,559,1814,2020-12-25,2024-07-22
560,560,1081,2021-01-26,2023-01-07
561,561,1741,2020-11-10,2021-12-17
562,562,2961,2023-05-09,2025-08-29
563,563,2190,2023-04-27,2025-01-23
564,564,97,2022-05-11,2024-09-29
565,565,3845,2020-04-26,2022-04-06
566,566,4647,2022-07-01,2025-07-17
567,567,439,2020-09-09,2022-03-13
568,568,5062,2022-11-22,2026-08-16
569,569,2772,2020-09-10,2023-05-13
570,570,7024,2020-12-06,2021-03-15
571,571,29,2022-12-19,2023-05-21
572,572,1674,2023-03-07,2024-09-02
573,573,8216,2020-08-10,2021-05-02
574,574,6692,2022-12-28,2025-04-24
575,575,8871,2023-01-09,2025-05-27
576,576,1940,2023-04-19,2027-01-17
577,577,7772,2023-02-22,2025-05-07
578,578,7484,2021-11-19,2023-12-06
579,579,2626,2021-01-21,2023-06-21
580,580,6987,2020-08-02,2023-08-10
581,581,4208,2023-03-08,2024-05-15
582,582,5802,2020-11-23,2024-01-04
583,583,1260,2021-08-19,2025-04-12
584,584,3966,2020-05-09,2024-04-01
585,585,6433,2020-08-03,2024-02-17
586,586,458,2020-11-01,2021-12-29
587,587,9000,2020-01-09,2023-04-26
588,588,6895,2021-02-07,2022-12-13
589,589,2682,2020-05-07,2024-01-14
590,590,4583,2022-02-24,2022-07-18
591,591,3310,2020-07-01,2023-09-08
592,592,1257,2023-07-21,2024-03-31
593,593,3425,2020-06-28,2021-04-18
594,594,2712,2022-09-12,2025-02-09
595,595,6307,2022-02-10,2022-11-08
596,596,3043,2022-08-22,2024-01-15
597,597,777,2023-08-20,2024-09-20
598,598,4847,2023-10-21,2024-02-16
599,599,4311,2023-04-13,2025-11-03
600,600,8208,2023-10-29,2027-01-12
601,601,1064,2020-02-15,2022-01-27
602,602,7952,2021-01-21,2023-07-21
603,603,392,2020-12-16,2021-11-28
604,604,786,2022-06-21,2023-02-15
605,605,7770,2021-01-12,2021-08-18
606,606,8906,2023-04-28,2024-03-17
607,607,8803,2022-02-21,2024-02-05
608,608,2584,2020-09-29,2022-06-27
609,609,6491,2020-09-12,2022-04-20
610,610,5025,2023-11-01,2024-08-30
611,611,458,2023-12-07,2026-07-19
612,612,7800,2022-11-04,2023-06-15
613,613,8920,2020-04-25,2021-07-27
614,614,2728,2020-03-01,2023-03-10
615,615,6471,2020-05-24,2022-05-01
616,616,7532,2021-05-20,2023-05-16
617,617,4791,2022-09-08,2023-06-04
618,618,7297,2022-01-29,2024-05-27
619,619,1407,2020-06-24,2022-06-04
620,620,7054,2023-10-13,2025-04-12
621,621,6754,2022-07-04,2026-07-01
622,622,8541,2022-12-01,2026-07-27
623,623,7122,2020-06-04,2024-02-09
624,624,8707,2020-02-24,2022-10-14
625,625,3398,2021-05-27,2024-10-20
626,626,4112,2022-06-20,2024-10-05
627,627,748,2022-04-30,2024-04-25
628,628,328,2020-11-10,2023-03-29
629,629,150,2021-02-26,2024-09-20
630,630,7312,2020-11-30,2022-12-16
631,631,7729,2022-07-24,2023-10-06
632,632,2307,2023-05-22,2026-10-08
633,633,4061,2022-01-06,2023-08-18
634,634,8503,2021-08-27,2022-02-22
635,635,6355,2022-09-21,2024-05-27
636,636,2472,2020-02-12,2021-03-11
637,637,2512,2020-01-30,2021-07-23
638,638,3624,2021-01-05,2022-08-06
639,639,7578,2023-01-08,2026-11-30
640,640,1686,2021-06-07,2023-08-07
641,641,8086,2023-04-08,2023-09-21
642,642,8420,2023-09-27,2024-10-20
643,643,1214,2022-12-27,2024-11-26
644,644,6807,2021-04-27,2021-09-06
645,645,271,2021-01-02,2021-11-11
646,646,4351,2021-01-20,2024-12-02
647,647,1964,2023-03-02,2024-01-30
648,648,8566,2020-04-12,2023-03-05
649,649,7810,2020-06-28,2021-09-29
650,650,2202,2020-10-04,2022-02-09
651,651,5977,2021-10-23,2022-03-15
652,652,2129,2023-08-06,2026-04-04
653,653,5708,2020-07-23,2023-06-25
654,654,3826,2023-11-22,2024-08-02
655,655,5635,2020-02-12,2022-07-03
656,656,7943,2021-01-07,2024-07-17
657,657,8712,2020-11-16,2024-04-21
658,658,3878,2020-06-18,2022-12-19
659,659,1049,2022-04-13,2024-06-10
660,660,7274,2021-06-25,2024-12-08
661,661,8134,2022-08-29,2023-03-14
662,662,8687,2020-11-21,2023-05-02
663,663,6214,2021-12-01,2024-03-28
664,664,3642,2022-05-05,2024-12-29
665,665,8542,2020-07-29,2022-04-19
666,666,6566,2022-12-12,2023-10-06
667,667,7633,2023-04-28,2024-06-14
